mitigation id,mitigation name,technique id,technique name,comments
M1032,Multi-factor Authentication,T1078.004,Cloud Accounts,"Use multi-factor authentication for cloud accounts, especially privileged accounts. This can be implemented in a variety of forms (e.g. hardware, virtual, SMS), and can also be audited using administrative reporting features.(Citation: AWS - IAM Console Best Practices)"
M1032,Multi-factor Authentication,T1021.007,Cloud Services,Use multi-factor authentication on cloud services whenever possible.
M1032,Multi-factor Authentication,T1213.003,Code Repositories,Use multi-factor authentication for logons to code repositories.
M1032,Multi-factor Authentication,T1136,Create Account,Use multi-factor authentication for user and privileged accounts.
M1032,Multi-factor Authentication,T1110.004,Credential Stuffing,"Use multi-factor authentication. Where possible, also enable multi-factor authentication on externally facing services."
M1032,Multi-factor Authentication,T1530,Data from Cloud Storage,"Consider using multi-factor authentication to restrict access to resources and cloud storage APIs.(Citation: Amazon S3 Security, 2019)"
M1032,Multi-factor Authentication,T1213,Data from Information Repositories,Use two or more pieces of evidence to authenticate to a system; such as username and password in addition to a token from a physical smart card or token generator.
M1032,Multi-factor Authentication,T1098.005,Device Registration,"Require multi-factor authentication to register devices in Azure AD.(Citation: Microsoft - Device Registration) Configure multi-factor authentication systems to disallow enrolling new devices for inactive accounts.(Citation: CISA MFA PrintNightmare) When first enrolling MFA, use conditional access policies to restrict device enrollment to trusted locations or devices, and consider using temporary access passes as an initial MFA solution to enroll a device.(Citation: Mandiant APT29 Microsoft 365 2022)"
M1032,Multi-factor Authentication,T1136.002,Domain Account,Use multi-factor authentication for user and privileged accounts.
M1032,Multi-factor Authentication,T1078.002,Domain Accounts,"Integrating multi-factor authentication (MFA) as part of organizational policy can greatly reduce the risk of an adversary gaining control of valid credentials that may be used for additional tactics such as initial access, lateral movement, and collecting information. MFA can also be used to restrict access to cloud resources and APIs."
M1032,Multi-factor Authentication,T1556.001,Domain Controller Authentication,"Integrating multi-factor authentication (MFA) as part of organizational policy can greatly reduce the risk of an adversary gaining control of valid credentials that may be used for additional tactics such as initial access, lateral movement, and collecting information. MFA can also be used to restrict access to cloud resources and APIs. "
M1032,Multi-factor Authentication,T1601.002,Downgrade System Image,Use multi-factor authentication for user and privileged accounts. Most embedded network devices support TACACS+ and/or RADIUS.  Follow vendor prescribed best practices for hardening access control.(Citation: Cisco IOS Software Integrity Assurance - TACACS)
M1032,Multi-factor Authentication,T1114,Email Collection,Use of multi-factor authentication for public-facing webmail servers is a recommended best practice to minimize the usefulness of usernames and passwords to adversaries.
M1032,Multi-factor Authentication,T1133,External Remote Services,"Use strong two-factor or multi-factor authentication for remote service accounts to mitigate an adversary's ability to leverage stolen credentials, but be aware of [Multi-Factor Authentication Interception](https://attack.mitre.org/techniques/T1111) techniques for some two-factor authentication implementations."
M1032,Multi-factor Authentication,T1556.007,Hybrid Identity,"Integrating multi-factor authentication (MFA) as part of organizational policy can greatly reduce the risk of an adversary gaining control of valid credentials that may be used for additional tactics such as initial access, lateral movement, and collecting information. MFA can also be used to restrict access to cloud resources and APIs. "
M1032,Multi-factor Authentication,T1136.001,Local Account,Use multi-factor authentication for user and privileged accounts.
M1032,Multi-factor Authentication,T1556,Modify Authentication Process,"Integrating multi-factor authentication (MFA) as part of organizational policy can greatly reduce the risk of an adversary gaining control of valid credentials that may be used for additional tactics such as initial access, lateral movement, and collecting information. MFA can also be used to restrict access to cloud resources and APIs. "
M1032,Multi-factor Authentication,T1601,Modify System Image,Use multi-factor authentication for user and privileged accounts. Most embedded network devices support TACACS+ and/or RADIUS.  Follow vendor prescribed best practices for hardening access control.(Citation: Cisco IOS Software Integrity Assurance - TACACS)
M1032,Multi-factor Authentication,T1556.006,Multi-Factor Authentication,"Ensure that MFA and MFA policies and requirements are properly implemented for existing and deactivated or dormant accounts and devices. If possible, consider configuring MFA solutions to ""fail closed"" rather than grant access in case of serious errors."
M1032,Multi-factor Authentication,T1621,Multi-Factor Authentication Request Generation,"Implement more secure 2FA/MFA mechanisms in replacement of simple push or one-click 2FA/MFA options. For example, having users enter a one-time code provided by the login screen into the 2FA/MFA application or utilizing other out-of-band 2FA/MFA mechanisms (such as rotating code-based hardware tokens providing rotating codes that need an accompanying user pin) may be more secure. Furthermore, change default configurations and implement limits upon the maximum number of 2FA/MFA request prompts that can be sent to users in period of time.(Citation: MFA Fatigue Attacks - PortSwigger)"
M1032,Multi-factor Authentication,T1599.001,Network Address Translation Traversal,Use multi-factor authentication for user and privileged accounts. Most embedded network devices support TACACS+ and/or RADIUS.  Follow vendor prescribed best practices for hardening access control. (Citation: Cisco IOS Software Integrity Assurance - TACACS)
M1032,Multi-factor Authentication,T1599,Network Boundary Bridging,Use multi-factor authentication for user and privileged accounts. Most embedded network devices support TACACS+ and/or RADIUS.  Follow vendor prescribed best practices for hardening access control.(Citation: Cisco IOS Software Integrity Assurance - TACACS)
M1032,Multi-factor Authentication,T1556.004,Network Device Authentication,Use multi-factor authentication for user and privileged accounts. Most embedded network devices support TACACS+ and/or RADIUS.  Follow vendor prescribed best practices for hardening access control. (Citation: Cisco IOS Software Integrity Assurance - TACACS)
M1032,Multi-factor Authentication,T1040,Network Sniffing,Use multi-factor authentication wherever possible.
M1032,Multi-factor Authentication,T1110.002,Password Cracking,"Use multi-factor authentication. Where possible, also enable multi-factor authentication on externally facing services."
M1032,Multi-factor Authentication,T1110.001,Password Guessing,"Use multi-factor authentication. Where possible, also enable multi-factor authentication on externally facing services."
M1032,Multi-factor Authentication,T1110.003,Password Spraying,"Use multi-factor authentication. Where possible, also enable multi-factor authentication on externally facing services."
M1032,Multi-factor Authentication,T1601.001,Patch System Image,Use multi-factor authentication for user and privileged accounts. Most embedded network devices support TACACS+ and/or RADIUS.  Follow vendor prescribed best practices for hardening access control.(Citation: Cisco IOS Software Integrity Assurance - TACACS)
M1032,Multi-factor Authentication,T1556.003,Pluggable Authentication Modules,"Integrating multi-factor authentication (MFA) as part of organizational policy can greatly reduce the risk of an adversary gaining control of valid credentials that may be used for additional tactics such as initial access, lateral movement, and collecting information."
M1032,Multi-factor Authentication,T1021.001,Remote Desktop Protocol,Use multi-factor authentication for remote logins.(Citation: Berkley Secure)
M1032,Multi-factor Authentication,T1114.002,Remote Email Collection,Use of multi-factor authentication for public-facing webmail servers is a recommended best practice to minimize the usefulness of usernames and passwords to adversaries.
M1032,Multi-factor Authentication,T1021,Remote Services,Use multi-factor authentication on remote service logons where possible.
M1032,Multi-factor Authentication,T1021.004,SSH,"Require multi-factor authentication for SSH connections wherever possible, such as password protected SSH keys."
M1032,Multi-factor Authentication,T1072,Software Deployment Tools,Ensure proper system and access isolation for critical network systems through use of multi-factor authentication.
M1032,Multi-factor Authentication,T1539,Steal Web Session Cookie,A physical second factor key that uses the target login domain as part of the negotiation protocol will prevent session cookie theft through proxy methods.(Citation: Evilginx 2 July 2018)
M1032,Multi-factor Authentication,T1199,Trusted Relationship,Require MFA for all delegated administrator accounts.(Citation: Microsoft Nobelium Admin Privileges)
M1031,Network Intrusion Prevention,T1557.002,ARP Cache Poisoning,Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1557,Adversary-in-the-Middle,Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1071,Application Layer Protocol,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1573.002,Asymmetric Cryptography,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1102.002,Bidirectional Communication,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1557.003,DHCP Spoofing,Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.(Citation: dhcp_serv_op_events)
M1031,Network Intrusion Prevention,T1071.004,DNS,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,T1132,Data Encoding,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,T1001,Data Obfuscation,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate some obfuscation activity at the network level.
M1031,Network Intrusion Prevention,T1030,Data Transfer Size Limits,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1602,Data from Configuration Repository,Configure intrusion prevention devices to detect SNMP queries and commands from unauthorized sources.(Citation: US-CERT-TA18-106A)
M1031,Network Intrusion Prevention,T1102.001,Dead Drop Resolver,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1568.002,Domain Generation Algorithms,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Malware researchers can reverse engineer malware variants that use DGAs and determine future domains that the malware will attempt to contact, but this is a time and resource intensive effort.(Citation: Cybereason Dissecting DGAs)(Citation: Cisco Umbrella DGA Brute Force) Malware is also increasingly incorporating seed values that can be unique for each instance, which would then need to be determined to extract future generated domains. In some cases, the seed that a particular sample uses can be extracted from DNS traffic.(Citation: Akamai DGA Mitigation) Even so, there can be thousands of possible domains generated per day; this makes it impractical for defenders to preemptively register all possible C2 domains due to the cost."
M1031,Network Intrusion Prevention,T1568,Dynamic Resolution,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Malware researchers can reverse engineer malware variants that use dynamic resolution and determine future C2 infrastructure that the malware will attempt to contact, but this is a time and resource intensive effort.(Citation: Cybereason Dissecting DGAs)(Citation: Cisco Umbrella DGA Brute Force)"
M1031,Network Intrusion Prevention,T1573,Encrypted Channel,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1048,Exfiltration Over Alternative Protocol,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,T1041,Exfiltration Over C2 Channel,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool command and control signatures over time or construct protocols in such a way to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,T1090.002,External Proxy,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.(Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,T1008,Fallback Channels,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,T1071.002,File Transfer Protocols,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,T1105,Ingress Tool Transfer,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware or unusual data transfer over known protocols like FTP can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.(Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,T1090.001,Internal Proxy,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.(Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,T1001.001,Junk Data,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate some obfuscation activity at the network level. 
M1031,Network Intrusion Prevention,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1570,Lateral Tool Transfer,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware or unusual data transfer over known tools and protocols like FTP can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. (Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,T1071.003,Mail Protocols,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,T1204.003,Malicious Image,Network prevention intrusion systems and systems designed to scan and remove malicious downloads can be used to block activity.
M1031,Network Intrusion Prevention,T1204.001,Malicious Link,"If a link is being visited by a user, network intrusion prevention systems and systems designed to scan and remove malicious downloads can be used to block activity."
M1031,Network Intrusion Prevention,T1104,Multi-Stage Channels,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1602.002,Network Device Configuration Dump,Configure intrusion prevention devices to detect SNMP queries and commands from unauthorized sources. Create signatures to detect Smart Install (SMI) usage from sources other than trusted director.(Citation: US-CERT TA18-106A Network Infrastructure Devices 2018)
M1031,Network Intrusion Prevention,T1046,Network Service Discovery,Use network intrusion detection/prevention systems to detect and prevent remote service scans.
M1031,Network Intrusion Prevention,T1095,Non-Application Layer Protocol,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1132.002,Non-Standard Encoding,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools."
M1031,Network Intrusion Prevention,T1571,Non-Standard Port,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1102.003,One-Way Communication,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1566,Phishing,Network intrusion prevention systems and systems designed to scan and remove malicious email attachments or links can be used to block activity.
M1031,Network Intrusion Prevention,T1001.003,Protocol Impersonation,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate some obfuscation activity at the network level.
M1031,Network Intrusion Prevention,T1572,Protocol Tunneling,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,T1090,Proxy,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,T1542.004,ROMMONkit,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific protocols, such as TFTP, can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific technique used by a particular adversary or tool, and will likely be different across various network configurations.  "
M1031,Network Intrusion Prevention,T1219,Remote Access Software,Network intrusion detection and prevention systems that use network signatures may be able to prevent traffic to remote access services.
M1031,Network Intrusion Prevention,T1602.001,SNMP (MIB Dump),Configure intrusion prevention devices to detect SNMP queries and commands from unauthorized sources.(Citation: US-CERT-TA18-106A)
M1031,Network Intrusion Prevention,T1029,Scheduled Transfer,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary command and control infrastructure and malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool command and control signatures over time or construct protocols in such a way to avoid detection by common defensive tools. (Citation: University of Birmingham C2)"
M1031,Network Intrusion Prevention,T1566.001,Spearphishing Attachment,Network intrusion prevention systems and systems designed to scan and remove malicious email attachments can be used to block activity.
M1031,Network Intrusion Prevention,T1132.001,Standard Encoding,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools."
M1031,Network Intrusion Prevention,T1001.002,Steganography,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate some obfuscation activity at the network level. 
M1031,Network Intrusion Prevention,T1573.001,Symmetric Cryptography,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1031,Network Intrusion Prevention,T1542.005,TFTP Boot,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific protocols, such as TFTP, can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific technique used by a particular adversary or tool, and will likely be different across various network configurations. "
M1031,Network Intrusion Prevention,T1221,Template Injection,"Network/Host intrusion prevention systems, antivirus, and detonation chambers can be employed to prevent documents from fetching and/or executing malicious payloads.(Citation: Anomali Template Injection MAR 2018)"
M1031,Network Intrusion Prevention,T1204,User Execution,"If a link is being visited by a user, network intrusion prevention systems and systems designed to scan and remove malicious downloads can be used to block activity."
M1031,Network Intrusion Prevention,T1071.001,Web Protocols,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. 
M1031,Network Intrusion Prevention,T1102,Web Service,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level.
M1030,Network Segmentation,T1098,Account Manipulation,Configure access controls and firewalls to limit access to critical systems and domain controllers. Most cloud environments support separate virtual private cloud (VPC) instances that enable further segmentation of cloud systems.
M1030,Network Segmentation,T1098.001,Additional Cloud Credentials,Configure access controls and firewalls to limit access to critical systems and domain controllers. Most cloud environments support separate virtual private cloud (VPC) instances that enable further segmentation of cloud systems.
M1030,Network Segmentation,T1557,Adversary-in-the-Middle,"Network segmentation can be used to isolate infrastructure components that do not require broad network access. This may mitigate, or at least alleviate, the scope of AiTM activity."
M1030,Network Segmentation,T1612,Build Image on Host,"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
M1030,Network Segmentation,T1136.003,Cloud Account,Configure access controls and firewalls to limit access to critical systems and domain controllers. Most cloud environments support separate virtual private cloud (VPC) instances that enable further segmentation of cloud systems.
M1030,Network Segmentation,T1552.007,Container API,"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
M1030,Network Segmentation,T1613,Container and Resource Discovery,"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
M1030,Network Segmentation,T1136,Create Account,Configure access controls and firewalls to limit access to domain controllers and systems used to create and manage accounts.
M1030,Network Segmentation,T1565,Data Manipulation,Identify critical business and system processes that may be targeted by adversaries and work to isolate and secure those systems against unauthorized access and tampering.
M1030,Network Segmentation,T1602,Data from Configuration Repository,Segregate SNMP traffic on a separate management network.(Citation: US-CERT TA17-156A SNMP Abuse 2017)
M1030,Network Segmentation,T1610,Deploy Container,"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
M1030,Network Segmentation,T1021.003,Distributed Component Object Model,"Enable Windows firewall, which prevents DCOM instantiation by default."
M1030,Network Segmentation,T1136.002,Domain Account,Configure access controls and firewalls to limit access to domain controllers and systems used to create and manage accounts.
M1030,Network Segmentation,T1482,Domain Trust Discovery,Employ network segmentation for sensitive domains.(Citation: Harmj0y Domain Trusts).
M1030,Network Segmentation,T1048,Exfiltration Over Alternative Protocol,Follow best practices for network firewall configurations to allow only necessary ports and traffic to enter and exit the network.(Citation: TechNet Firewall Design)
M1030,Network Segmentation,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Follow best practices for network firewall configurations to allow only necessary ports and traffic to enter and exit the network.(Citation: TechNet Firewall Design)
M1030,Network Segmentation,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Follow best practices for network firewall configurations to allow only necessary ports and traffic to enter and exit the network.(Citation: TechNet Firewall Design)
M1030,Network Segmentation,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,Follow best practices for network firewall configurations to allow only necessary ports and traffic to enter and exit the network.(Citation: TechNet Firewall Design)
M1030,Network Segmentation,T1190,Exploit Public-Facing Application,Segment externally facing servers and services from the rest of the network with a DMZ or on separate hosting infrastructure.
M1030,Network Segmentation,T1210,Exploitation of Remote Services,Segment networks and systems appropriately to reduce access to critical systems and services to controlled methods.
M1030,Network Segmentation,T1133,External Remote Services,"Deny direct remote access to internal systems through the use of network proxies, gateways, and firewalls."
M1030,Network Segmentation,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,"Network segmentation can be used to isolate infrastructure components that do not require broad network access. This may mitigate, or at least alleviate, the scope of AiTM activity."
M1030,Network Segmentation,T1602.002,Network Device Configuration Dump,Segregate SNMP traffic on a separate management network.(Citation: US-CERT TA17-156A SNMP Abuse 2017) 
M1030,Network Segmentation,T1046,Network Service Discovery,Ensure proper network segmentation is followed to protect critical servers and devices.
M1030,Network Segmentation,T1040,Network Sniffing,"Deny direct access of broadcasts and multicast sniffing, and prevent attacks such as [LLMNR/NBT-NS Poisoning and SMB Relay](https://attack.mitre.org/techniques/T1557/001)"
M1030,Network Segmentation,T1095,Non-Application Layer Protocol,Properly configure firewalls and proxies to limit outgoing traffic to only necessary ports and through proper network gateway systems. Also ensure hosts are only provisioned to communicate over authorized interfaces.
M1030,Network Segmentation,T1571,Non-Standard Port,Properly configure firewalls and proxies to limit outgoing traffic to only necessary ports for that particular network segment.
M1030,Network Segmentation,T1563.002,RDP Hijacking,Enable firewall rules to block RDP traffic between network security zones within a network.
M1030,Network Segmentation,T1021.001,Remote Desktop Protocol,Do not leave RDP accessible from the internet. Enable firewall rules to block RDP traffic between network security zones within a network.
M1030,Network Segmentation,T1563,Remote Service Session Hijacking,Enable firewall rules to block unnecessary traffic between network security zones within a network.
M1030,Network Segmentation,T1565.003,Runtime Data Manipulation,Identify critical business and system processes that may be targeted by adversaries and work to isolate and secure those systems against unauthorized access and tampering.
M1030,Network Segmentation,T1602.001,SNMP (MIB Dump),Segregate SNMP traffic on a separate management network.(Citation: US-CERT TA17-156A SNMP Abuse 2017)
M1030,Network Segmentation,T1489,Service Stop,"Operate intrusion detection, analysis, and response systems on a separate network from the production environment to lessen the chances that an adversary can see and interfere with critical response functions."
M1030,Network Segmentation,T1072,Software Deployment Tools,Ensure proper system isolation for critical network systems through use of firewalls.
M1030,Network Segmentation,T1199,Trusted Relationship,Network segmentation can be used to isolate infrastructure components that do not require broad network access.
M1030,Network Segmentation,T1021.006,Windows Remote Management,"If the service is necessary, lock down critical enclaves with separate WinRM infrastructure and follow WinRM best practices on use of host firewalls to restrict WinRM access to allow communication only to/from specific devices.(Citation: NSA Spotting)"
M1028,Operating System Configuration,T1548,Abuse Elevation Control Mechanism,"Applications with known vulnerabilities or known shell escapes should not have the setuid or setgid bits set to reduce potential damage if an application is compromised. Additionally, the number of programs with setuid or setgid bits set should be minimized across a system. Ensuring that the sudo tty_tickets setting is enabled will prevent this leakage across tty sessions."
M1028,Operating System Configuration,T1546.008,Accessibility Features,"To use this technique remotely, an adversary must use it in conjunction with RDP. Ensure that Network Level Authentication is enabled to force the remote desktop session to authenticate before the session is created and the login screen displayed. It is enabled by default on Windows Vista and later.(Citation: TechNet RDP NLA)"
M1028,Operating System Configuration,T1087,Account Discovery,Prevent administrator accounts from being enumerated when an application is elevating through UAC since it can lead to the disclosure of account names. The Registry key is located <code>HKLM\ SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI\EnumerateAdministrators</code>. It can be disabled through GPO: Computer Configuration > [Policies] > Administrative Templates > Windows Components > Credential User Interface: E numerate administrator accounts on elevation. (Citation: UCF STIG Elevation Account Enumeration)
M1028,Operating System Configuration,T1098,Account Manipulation,"Protect domain controllers by ensuring proper security configuration for critical servers to limit access by potentially unnecessary protocols and services, such as SMB file sharing."
M1028,Operating System Configuration,T1053.002,At,"Configure settings for scheduled tasks to force tasks to run under the context of the authenticated account instead of allowing them to run as SYSTEM. The associated Registry key is located at <code>HKLM\SYSTEM\CurrentControlSet\Control\Lsa\SubmitControl</code>. The setting can be configured through GPO: Computer Configuration > [Policies] > Windows Settings > Security Settings > Local Policies > Security Options: Domain Controller: Allow server operators to schedule tasks, set to disabled. (Citation: TechNet Server Operator Scheduled Task) "
M1028,Operating System Configuration,T1197,BITS Jobs,"
Consider reducing the default BITS job lifetime in Group Policy or by editing the <code>JobInactivityTimeout</code> and <code>MaxDownloadTime</code> Registry values in <code> HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\BITS</code>.(Citation: Microsoft BITS)"
M1028,Operating System Configuration,T1552.003,Bash History,"There are multiple methods of preventing a user's command history from being flushed to their .bash_history file, including use of the following commands:
<code>set +o history</code> and <code>set -o history</code> to start logging again;
<code>unset HISTFILE</code> being added to a user's .bash_rc file; and
<code>ln -s /dev/null ~/.bash_history</code> to write commands to <code>/dev/null</code>instead."
M1028,Operating System Configuration,T1003.005,Cached Domain Credentials,Consider limiting the number of cached credentials (HKLM\SOFTWARE\Microsoft\Windows NT\Current Version\Winlogon\cachedlogonscountvalue)(Citation: Tilbury Windows Credentials)
M1028,Operating System Configuration,T1092,Communication Through Removable Media,Disallow or restrict removable media at an organizational policy level if they are not required for business operations.(Citation: TechNet Removable Media Control)
M1028,Operating System Configuration,T1136,Create Account,Protect domain controllers by ensuring proper security configuration for critical servers.
M1028,Operating System Configuration,T1543,Create or Modify System Process,Ensure that Driver Signature Enforcement is enabled to restrict unsigned drivers from being installed. 
